Unnamed: 0.1,Unnamed: 0,Ã¯Â»Â¿ID,text,label,TFIDF_RF_prob,BERT_CNN_prob,TFIDF_LR_prob,GPT2_CNN_prob
62,2359,2360,"Look at this news article from The Daily Caller: Loudoun County Superintendent Informed School Board Of Alleged Sexual Assault, Contradicting BoardÃ¢Â€ÂšÃƒÂ„ÃƒÂ´s Claim It Was Ã¢Â€ÂšÃƒÂ„ÃƒÂ²Not AwareÃ¢Â€ÂšÃƒÂ„ÃƒÂ´ ",0,0.174157521,0.00154453,0.103686504,0.004515994
63,830,831, And also the Loudoun county school board,0,0.055421281,3.61E-06,0.029614734,0.018089721
64,1596,1597,"Remember the Loudoun County school board meetings? 

Remember this guy? 

A lot of you applauded the way the school board handled things. 

His 13 year old daughter was raped by a boy in a skirt in the schoolÃ¢Â€ÂšÃƒÂ„ÃƒÂ´s bathroom. He just wanted to know why his kid wasnÃ¢Â€ÂšÃƒÂ„ÃƒÂ´t safe.  ",0,0.05646126,1.38E-07,0.017178407,0.001570465
65,3,4,Virginia mom who survived Maoist China eviscerates school board's Critical Race Theory push!  FoxNews,0,0.025228112,1.80E-07,0.010291383,9.64E-07
66,116,117,Former Sen. Dick Black (faaaar-right Republican) is the guy who spoke the other day at that Loudoun County School Board meeting. Here he is hanging out with (and strongly agreeing with) virulently anti-LGBT Eugene Delgaudio.  ,0,0.156817958,2.09E-08,0.127326006,1.75E-05
67,589,590,"WATCH! Loudoun, Virginia School Board Has Constituents Arrested For Not Leaving Meeting &amp; Protesting Them.. ",0,0.035692719,0.000117795,0.016020113,0.01902188
68,697,698,"The Loudoun school board fight was organized not staged or fake. After winning LGBT battles the Left is really over-pushing LGBT hard &amp; using Trans as the spear. No diplomacy.  At the end of the day the ""trans-folk"" are a tiny minority &amp; so called county Christians a large force.",0,0.158156698,6.88E-05,0.226609665,0.003565269
69,1232,1233,"Loudoun County School Superintendent Admits Ã¢Â€ÂšÃƒÂ„ÃƒÂ²FailedÃ¢Â€ÂšÃƒÂ„ÃƒÂ² Effort to Provide a SafeÃ‚Â¬Ã¢Â€Â Environment, Left-Wing Board Member Resigns  via ",1,0.795138693,0.999998,0.803773752,0.8818173
70,1276,1277," Hear that Loudoun County School Board?

ThemÃ¢Â€ÂšÃƒÂ„ÃƒÂ´s the Winds of Change.",0,0.05301076,3.85E-05,0.019658153,0.13633479
71,569,570,"Loudoun County's school superintendent notified the school board the day that a school girl was sexually attacked by a male student wearing a skirt in the school toilets. The girl told her father who went to the school where he was restrained by security
 ",0,0.121178055,6.91E-06,0.045181937,1.13E-06
72,2394,2395,"A Loudoun County, Virginia, teacher abruptly quit her job during a school board meeting after she railed against the teaching of critical race theory in public school classrooms
",0,0.067937025,2.09E-07,0.009160493,1.57E-07
73,587,588,"Stopped by the Loudoun County School Board meeting last night to hear from parents about their concerns regarding their childrenÃ¢Â€ÂšÃƒÂ„ÃƒÂ´s education. In Virginia parents have a fundamental right to make decisions concerning the upbringing, education, &amp; care of their children. ",0,0.153691871,6.86E-08,0.191457511,3.45E-05
74,196,197,Virginia GOP governor candidate demands probe of Loudoun County school board  ,1,0.675867874,0.99689424,0.556969797,0.98327684
75,110,111,"ItÃ¢Â€ÂšÃƒÂ„ÃƒÂ´s time America turns its back on  Ã¢Â€ÂšÃƒÂ…Ã‚Â¶Ã¢Â€ÂšÃƒÂ…Ã‚Â© Ã¢Â€ÂšÃƒÂ…Ã‚Â¶Ã¢Â€ÂšÃƒÂ…Ã‚Â© have lied, colluded with democrats &amp;  have cheated the American public of the truth.Nets Turn Backs on Loudoun Parents Meeting Major Step for School Board Recall | Newsbusters ",1,0.650066011,0.9997942,0.813919162,0.004314167
76,2465,2466,                                                  IÃ¢Â€ÂšÃƒÂ„ÃƒÂ´ve been to the Loudoun country school board meetings &amp;heard the parents state what their kids are being taught. No kid owes anyone anything for what was done by someone else. No kid should be penalized so anyone can be placed ahead of them. These were comments from the meeting,0,0.163751214,0.002954434,0.022287796,0.003844099
77,225,226,"LCPS School Board Member, John Beatty, Confirms the Truth On LauraÃ‚Â¬Ã¢Â€Â Ingraham  ",0,0.154720366,4.51E-06,0.044528064,0.009402463
78,177,178,"Governor Youngkin lost Loudoun County by 10+ points. What possible standing does he have to tell them they canÃ¢Â€ÂšÃƒÂ„ÃƒÂ´t keep their school board? 

I hope journalists will cover this sad move as the affront to democracy it is. ",1,0.368451975,0.7450473,0.479323901,0.31366473
79,1826,1827, Why do you care so much about the Loudoun County school board?,0,0.075556418,1.24E-05,0.094785706,0.003471355
80,1900,1901,"Loudoun School Board meeting erupts into shouting as parent group files petition to oust board chair. 
Fox News.  

 via ",1,0.92686707,0.998667,0.958580414,0.9999846
81,1123,1124,Public Will Have Restricted Access to Loudoun School Board Meetings  via ,0,0.03609084,7.45E-07,0.007802455,0.00074758
82,1422,1423,"Loudoun school board reaches settlement with teacher who sued over ... (Washington Post)

The Loudoun County school system has settled with a teacher who sued the district over its p...

Add your highlights:

 Education",0,0.180384304,0.00814826,0.091261191,0.001025782
83,2345,2346,"  IÃ¢Â€ÂšÃƒÂ„ÃƒÂ´m sure you are supporting the Loudoun County school boardÃ¢Â€ÂšÃƒÂ„ÃƒÂ´s coverup scheme where children are raped in school under their work policies! I mean, you had the dad of 1 girl on your clip! IÃ¢Â€ÂšÃƒÂ„ÃƒÂ´d be enraged if my child is hurt in school and the board is complicit",0,0.160662797,9.17E-06,0.05592305,0.030409422
84,1739,1740,Moment sobbing Loudoun County teacher QUITS in protest over CRT lessons ,0,0.04379235,0.000502422,0.002690346,0.000881385
85,1044,1045,  Do you know what the father at the Loudoun VA school board meeting was arrested for? He spoke up when they claimed there had been no sexual assaults in school bathrooms &amp; told them his daughter had just been raped &amp; also another girl. He was arrested for speaking w/o permission.,0,0.053603581,2.67E-06,0.010962379,5.50E-05
86,570,571,"Later, Tucker ended with clips from Loudoun County parents giving the school board excerpts from the so-called literature students have been assigned. Nasty stuff. As someone who supports public schools more than other conservatives, this is a great argument against them. ",0,0.12293687,3.27E-06,0.060166541,3.34E-05
87,1686,1687,Loudoun County School Board Cuts Off Speaker As He Recounts Being Sexually Abused As A Child ,0,0.065164088,2.18E-07,0.088128938,0.000383577
88,356,357,School Board Fleshes Out Controversial and Sensitive Topic Guidance for TeachersÃ‚Â¬Ã¢Â€Â   Loudoun ,0,0.089018436,1.73E-09,0.266563315,0.00248482
89,2381,2382,"Outstanding andÃ‚Â¬Ã¢Â€Â  worth reading article. 

A mother in Northern Virginia schooled Loudoun County Public School (LCPS) Board and Superintendent Dr. Scott Ziegler by Ã¢Â€ÂšÃƒÂ„ÃƒÂ²Let Me Educate YouÃ¢Â€ÂšÃƒÂ„ÃƒÂ´ overÃ‚Â¬Ã¢Â€Â  Ã¢Â€ÂšÃƒÂ„ÃƒÂ²RacistÃ¢Â€ÂšÃƒÂ„ÃƒÂ´ critical race theory (CRT) teaching.

",0,0.113401802,1.59E-05,0.026481799,0.002929423
90,407,408,"Our Virginia team was instrumental in collecting signatures for the Loudoun school board recall! We are seeing change where it matters most - our childrenÃ¢Â€ÂšÃƒÂ„ÃƒÂ´s schools.
Your generosity helps us train passionate parents to run for school board and win!
 ",1,0.834425365,0.9994861,0.821593346,0.99742055
91,554,555,Anti-critical race theory org taking aim at Loudoun County School Board in half million dollar adÃ‚Â¬Ã¢Â€Â buy ,0,0.513921487,0.22724426,0.378472133,0.2088901
92,2333,2334,"Loudoun County Parents Show Up at School Board Meeting with More Than Enough Signatures to Remove Board Chair  via  Remove, No thrown in Jail!
Good job parents! letsGoBrandon ComingBack2024",1,0.863945223,0.9999958,0.995235912,0.9996815
93,692,693,"Man arrested at Loudoun County school board meeting says officials covered up his daughter's rape  ///THOSE PARENTS MUST SUE EACH SCHOOL OFFICIAL, FOR MILLIONS EACH, FOR SUPPORTING RAPE IN SCHOOLS, SUE EACH ONE ON THE BOARD, FOR MILLIONS EACH,",1,0.155611757,0.23552293,0.241920317,0.5668838
94,1102,1103,"Ã¢Â€ÂšÃƒÂ„ÃƒÂ²WeÃ¢Â€ÂšÃƒÂ„ÃƒÂ´re Still Here,Ã¢Â€ÂšÃƒÂ„ÃƒÂ´ Loudoun Parents Say, Ã¢Â€ÂšÃƒÂ„ÃƒÂ²WeÃ¢Â€ÂšÃƒÂ„ÃƒÂ´re Not Spiking The Ball Because Youngkin WonÃ¢Â€ÂšÃƒÂ„ÃƒÂ´  via ",0,0.352718429,0.001940405,0.495944971,0.61884946
95,466,467,"SoÃ¢Â€ÂšÃƒÂ„Ã‚Â¶ parents who speak up at school board meetings in Loudoun County are placed on a DOJ terrorist watchlist 

YET

People can openly advocate for violence at the homes of Supreme Court Justices and this administration applauds them ",0,0.137155834,0.007184228,0.147850173,0.030119387
96,1989,1990, Is this the Loudoun County School Board? ,0,0.049043968,3.23E-06,0.082686524,0.001652369
97,1203,1204,"193 days till the loudoun county school board goes on trial, and the loudoun county parents are the jurors. 

Nov 5th. Save the date 

school schoolboards Loudoun saveourschools kidsfirst     ",1,0.235034683,0.6911431,0.422719657,0.84108835
98,530,531,RT RT RT YES THE FIGHT IS ON IN LOUDOUN COUNTY. THIS WHOLE SCHOOL BOARD NEED TO GO ,1,0.291435349,0.40186563,0.500232604,0.686062
99,1246,1247,. Two US feminist organizations demand that you maintain single-sex spaces. Girls deserve privacy. Every member of your school board received this letter yesterday. Say no to obliterating single sex spaces today.   ,0,0.330662328,0.23896214,0.432985324,9.30E-06
100,562,563,Ã¯Â£Â¿ÃƒÂ¼ÃƒÂ«ÃƒÂ§ Teacher confronts Loudoun County school board's apparent progressive agenda in fiery speech: 'This isn't over'  FoxNews,0,0.108115372,1.93E-06,0.01681965,9.47E-05
101,785,786," These people did not vote for Biden.  Their position is based on a lie and racism.  Are we supposed to ""listen"" to that?  

",0,0.242523457,1.47E-05,0.047293416,0.02270443
102,441,442,"So, Loudoun Co. school board tries to cover up the rape of a girl in the girl's restroom by a guy who occasionally wears a skirt to school. The girl's father objects, and is arrested. I'm sure AG Merrick ""Judy"" Garland is celebrating.  ",0,0.082509669,3.45E-06,0.039099928,1.57E-05
103,804,805,"Loudoun school board agrees to reverse suspension of teacher who spoke out against transgender policy


Ã¯Â£Â¿ÃƒÂ¼ÃƒÂ«ÃƒÂ§Ã¯Â£Â¿ÃƒÂ¼ÃƒÂ¡Ã¢ÂˆÂ«Ã¯Â£Â¿ÃƒÂ¼ÃƒÂ¡Ã¢ÂˆÂ",0,0.030390795,8.99E-09,0.000558537,3.09E-05
104,2460,2461,"This is definitely a surprise; however, it needs to happen. The  will find awesome school board candidates. Both the  and Loudoun County GOP were great at helping me with my HOD race last year. 
",0,0.26029793,0.7612328,0.07385211,0.014859831
105,999,1000,"Anti-Critical Race Theory Organization Launches $500,000 Ad Campaign Criticizing Loudoun County School Board | The Daily Caller - ",1,0.510970297,0.9475789,0.650713231,0.9399242
106,1205,1206," If any Loudoun County school board member who supports this tyranny gets re-elected, SHAME, SHAME, SHAME on the voters in that member's district.",1,0.589248707,0.99892765,0.893009286,0.91973037
107,245,246,This speech at the Loudoun county school board meeting was absolute ,0,0.054455311,1.86E-09,0.002644952,3.12E-06
108,498,499,This story is nuts. Remember the man handcuffed &amp; arrested at Loudoun County school board meeting? About the trans policy at the school? Turns out his daughter was raped in the girls locker room by a man who wears a skirt &amp; the school tried to hide it. ,0,0.058027723,1.25E-08,0.005264111,2.59E-06
109,1817,1818,"Loudoun County Virginia school board despite the Governor and parents wishes require mask be worn in school. Why?
Their egos of being more powerful than everyone else. They will harm children to boost those egosÃ¢Â€ÂšÃƒÂ„Ã‚Â¶
They are monsters of the worst kind!!!",0,0.270042765,9.85E-06,0.50534519,0.001372797
110,1922,1923,  Loudoun County school board must resign!!!!!! They're indoctrinate our kids!!!! It's wrong!!!!!!,1,0.737945106,0.99999046,0.911164528,0.99979204
111,2145,2146, Loudoun is full of right wing nutters just look at the behavior at school board meetings and all of the kkk flyers found every few weeks. Shithole county,0,0.096478012,0.004555982,0.007689182,0.00089617
112,2395,2396,Two arrested at Loudoun County School Board meeting after public comments were shutÃ‚Â¬Ã¢Â€Â down ,0,0.055904593,5.45E-06,0.00668744,2.97E-05
113,1335,1336,"CW: sexual assault

If I ran for school board, how many (more) r threats would I receive? Or would they mostly be aimed at my children (ages 10 and 4)? 

This is the environment the right has created, here in Loudoun and in other key spots across the nation. How manyÃ¢Â€ÂšÃƒÂ„Ã‚Â¶",0,0.249543513,0.010820786,0.121398834,0.001017267
114,1997,1998,PACT Emails LCPS Superintendent Ziegler and LCPS School Board Asks for Immediate Resignation After (2) HS Girls Raped by SameÃ‚Â¬Ã¢Â€Â Kid ,1,0.528475193,0.99994636,0.291560747,0.99930274
115,1010,1011,"Beth Barts, who was facing calls for her removal, resigned from the Loudoun County School Board a few days after scathing revelations reported by the .  by ",1,0.821359953,0.99999535,0.994808917,0.9951746
116,250,251,LoudonCounty BREAKING: Loudoun County School Board Member Resigns Following Daily Wire Investigation ,1,0.917689766,0.9999987,0.968912644,0.99456704
117,2474,2475,"When a school board is using taxpayer dollars to try to block an investigation into the school systemÃ¢Â€ÂšÃƒÂ„ÃƒÂ´s cover-up of a sexual assault, itÃ¢Â€ÂšÃƒÂ„ÃƒÂ´s time for a change. ",1,0.199915795,0.011043907,0.123583174,0.006983212
118,2318,2319,Loudoun County School Board votes to continue mask mandate ,0,0.268423608,9.87E-08,0.551576669,0.000172742
119,1131,1132,"Loudoun School Board Meeting Crowd Erupts, Public Comment Session Halted - Loudoun Now ",0,0.046538492,1.17E-05,0.009570919,0.005131737
120,2393,2394, The school board of lcps ?,0,0.08583129,3.98E-05,0.015368812,0.017815925
121,1095,1096,"Watch Loudoun County Children Deliver Baskets Full Of Affidavits To A Frightened School Board

NoMoreBSNews ",1,0.153131644,0.03962632,0.127659749,0.23072474
122,328,329,"Critical Race Theory in the Classroom Ã¢Â€ÂšÃƒÂ„ÃƒÂ¬ What Is Good and What Is Gravely WrongAndrew Caballero-Reynolds Loudoun County Public Schools (LCPS) school boardmember Brenda Sheridan looks at her laptop durning a public school board

",0,0.390833196,0.004158536,0.03371184,1.58E-05
123,1740,1741,Loudoun County School Board Member Resigns; Lt. Colonel Scheller Sentenced |Ã‚Â¬Ã¢Â€Â NTD ,1,0.730282639,0.9999945,0.80838084,0.9979686
