ID,text,label,model_0_prob,model_1_prob,model_10_prob,model_11_prob,model_12_prob,model_13_prob,model_14_prob,model_15_prob,model_16_prob,model_17_prob,model_18_prob,model_19_prob,model_2_prob,model_20_prob,model_21_prob,model_22_prob,model_23_prob,model_24_prob,model_25_prob,model_26_prob,model_3_prob,model_4_prob,model_5_prob,model_6_prob,model_7_prob,model_8_prob,model_9_prob
1152,"“This school board has got to go,” said Maria Sherwell. ""This makes Loudoun [County School Board] look calm.""

",0,0.15506728503840067,0.15598366111305978,0.15547248252590323,0.1601461472624961,0.11793828287903745,0.1379339184028471,0.13364124255059182,0.1313359871943373,0.14735108691833812,0.1510463209309524,0.16096318929466963,0.1587617047797883,0.1590054991827392,0.16205137190526542,0.11963542504067201,0.13776461963817327,0.13449550405804295,0.1388502018092656,0.1455553042765428,0.15925384507055376,0.1184152208648056,0.137910339648134,0.13117990698808396,0.15093181509688353,0.15058838900247146,0.15500906245233778,0.15705312668047466
469,"Maybe it should be the school board arrested not the parents. Virginia's Loudoun County School Board silences public comment after raucous meeting, 2 men arrested

",0,0.17568678021920855,0.18107143343582238,0.18082525971289057,0.18021332952241703,0.11746552396136016,0.13647541599237983,0.14054485059461436,0.11135964120326167,0.13410317333693095,0.13684474677735056,0.17536082993386376,0.1823340545760791,0.1786717463616044,0.17953713082777253,0.11785068630173179,0.12769187305721555,0.1343459517562589,0.10431132991225767,0.12611114640016904,0.13234630844291856,0.11957923174859827,0.13779187457145975,0.14090941871047472,0.10090386994414943,0.14436607698212928,0.14861122478558703,0.1754138050082675
412,"So the boy in Loudoun co that raped 2 girls in 2 diff schools as he wore skirts was sentenced.
The judge knowing the details of the accounts told him, he frightened her. 
The media smeared the dad of one girl that attended a school board meeting. He was rightfully angry. The NYT",0,0.1754839756166163,0.1756756547728663,0.17870814671978227,0.17804915219052692,0.10251591243235861,0.10902406159888459,0.11015110615245308,0.05243168052521918,0.05645760843145538,0.056313444921346954,0.17612592459245907,0.177107871900603,0.17544412889041336,0.17726265719007406,0.10245413721865855,0.10590878820272402,0.10715132381283496,0.0513427950946951,0.054691653277658445,0.055897526219630386,0.0998230793163858,0.10546319374612065,0.10478427940828598,0.051905697491080295,0.05573239068917574,0.05179614115048413,0.17739225064624428
627,The Loudoun County School Board just got even WORSE  via ,0,0.2027714391153271,0.2055220980814228,0.20402681145647078,0.2036188506850559,0.24129863793492645,0.2326959963447035,0.22717742505554478,0.3225997337262707,0.3024024266659344,0.32501721838826175,0.2011755271268548,0.20524160838496835,0.20303117356441747,0.20504973573615404,0.23452266469618094,0.23650901197997368,0.228477203154165,0.3188526614757816,0.30675826858170774,0.3268612125429275,0.23587279173190595,0.22494522233402464,0.23846430864468743,0.3335940248729767,0.30193680163698244,0.3370812649320519,0.20076157044667647
494,"Bongino applauds the Loudoun County students who stood up to their school board and served them a lawsuit for their reckless mask mandates and more! 
-
TUNE IN LIVE TO  COMING UP (12P-3P):  | WMAL APP | ""ALEXA, PLAY W-M-A-L"" ",0,0.17130719103591713,0.17156680187640633,0.1708613647344776,0.17148219595128408,0.10144515413082436,0.10102151789720222,0.10490096577883926,0.043809066184475734,0.04854617917566903,0.05348075535447019,0.1724219852361316,0.1713869514185095,0.17230227225199107,0.17166835911862538,0.10324222493410147,0.10312597863128584,0.10677029923670203,0.0441583016991484,0.05257047413849577,0.05510951504533097,0.09941275079063082,0.09932708596852387,0.10135596963515284,0.040661989010699846,0.04865808415934346,0.050016645773066915,0.1716047640398196
1403,"""Republicans seized"" 

source:  ",1,0.21050580793815357,0.209950252382598,0.21148400123285774,0.2105943852932418,0.24154090523563215,0.2356964607911877,0.2316631878549736,0.36250227987433464,0.354453867175922,0.34549920590581956,0.21119377341992163,0.21095303267918086,0.20899628412862975,0.2101308567070049,0.23357840617727726,0.22944586649473755,0.22543425637283332,0.36057463570766857,0.35207437115740403,0.34482534752308636,0.23930600791463016,0.23219092854955078,0.22896306752168977,0.35891713410726545,0.3430687214088528,0.33702379688892825,0.21128955678841327
2052,"Hate to say it, but is it time to ""NOT back the Blue""???? 
Parents Protesting CRT at Loudoun County School Board Meeting Declared Unlawful Assembly - Sheriff Deputy Makes at Least Two Arrests (VIDEO)  via ",1,0.511849221087713,0.5114144010272422,0.5212721082842346,0.5160839101435435,0.760235312939566,0.7613826807883873,0.7388886710936411,0.908825984958219,0.9050250562196809,0.8588548376194897,0.5168551421126775,0.514469976306554,0.5058623678499367,0.5083094235768227,0.7604788092093534,0.7591846993962179,0.7337157556550149,0.9047595397114548,0.898041044513125,0.8607291152208708,0.725210261140089,0.736345619445434,0.7122668075512301,0.9161220027428969,0.9004187834449873,0.8588620626084318,0.5242138070901257
17, Why won't you condemn the Loudoun County School board which covered up rape? Where is your statement?,0,0.1354564871192402,0.1344927879405351,0.13580336502522308,0.13597144377302145,0.06144440480080536,0.06449531252091636,0.06528351439495501,0.01848440532194826,0.020435237035101743,0.020696444744104783,0.13606758153432297,0.13586318039552775,0.13504335811880663,0.13621480798945007,0.06173637709642581,0.06398729369666337,0.06506338786805879,0.017353897494031233,0.019983735682300163,0.02083421651397052,0.05831722188801168,0.061342384977694744,0.06208334225499943,0.016891194668003005,0.018035928040079086,0.018587655808218362,0.13649517855694232
651,"   Please note this irresponsible statement by Loudoun County School Board Member Harris Mahedavi on making school closing decisions based on whether bars/pubs are open, especially when Omicron affects kids more ",0,0.1809851760843523,0.18236989804714132,0.18219983988195804,0.18312803505515302,0.11685679817886281,0.11742616811469198,0.12235131395573189,0.06580498560718065,0.07258394844317652,0.08487753247626202,0.1814523676743075,0.18217407282970144,0.18320519937260826,0.18308460336884008,0.11741053911929304,0.11804410192123767,0.12416771962442481,0.06625336378326174,0.07386577099292516,0.08390187481033932,0.11388947487376029,0.11263276749038369,0.12061600930157404,0.04955097503276469,0.06828277483098749,0.07481182153357013,0.18189772752437156
1492,Loudoun County School Board Passes Preferred Pronoun Policy ,0,0.14933450503453435,0.14954352801353032,0.14983289202392805,0.1498539957541737,0.07202480355766736,0.07295678713395139,0.07329153631959255,0.021760512874252697,0.020429782798669534,0.021096969472339473,0.14906408617058245,0.14933012533742435,0.14936507944778896,0.1494876689840458,0.07199793541041892,0.07301971319673921,0.07270120975924857,0.021361791243096454,0.02079986962755697,0.021069045710169577,0.06976605979649504,0.07065354762849003,0.0716988006624103,0.01861985176015979,0.018953083243820633,0.02060718184715752,0.14971686360007297
394,"Incredible news coming out of Loudoun County. We now know for sure that the school board 1. Knew of the sexual assault and 2. Lied about it in an attempted cover-up.

Fantastic reporting from  ",0,0.13848019304528386,0.1461236761685317,0.14940538658347643,0.14484450840564062,0.09642769721492853,0.10040421055576924,0.10176706192164216,0.08429347231285313,0.08801452868104662,0.0907057665724266,0.14626832805115614,0.1493993464153957,0.14116492114456666,0.14512605879729829,0.09658239628140783,0.10326465474956928,0.10524096925940132,0.08374069450643555,0.08774889108883531,0.09047305519719281,0.09655274054418635,0.1033600705938668,0.10521349764212522,0.08562186704945637,0.08321008461446672,0.08644422436162391,0.14325595959604362
2124,"Loudoun County School Board meeting, Virgina. 

The parents seem a little upset. Should their opinions matter? ",0,0.18451404276362998,0.18776107681679402,0.1942066289843287,0.19436673751687886,0.18247600281423204,0.17646309072834127,0.17112747864345623,0.22197219739419088,0.2206853093368959,0.2425905614456215,0.18729859197438542,0.1929062826790256,0.19176331068386507,0.19150385351324184,0.1821922378792785,0.17779381113842357,0.16982934401672165,0.21910118452465097,0.22378388183083692,0.2310427021269808,0.1691187393740039,0.1683459817669392,0.15620211471916223,0.23210750269984692,0.22927586906023367,0.2438551201702203,0.18951353899104498
1950,How is the Loudoun school board still employed? ,0,0.15100576624701176,0.1509852758034696,0.1523295373885623,0.15344854944722958,0.07537531136706531,0.07850377625243951,0.07810317835859024,0.03876481472887738,0.02882301487661318,0.030581850958072365,0.15239970184399262,0.15187915373554803,0.15268035293573115,0.15248754680886786,0.07666976857288235,0.07854558275316625,0.0771736409230094,0.033950777572631645,0.030045363690718065,0.028895651213752344,0.07308421508823866,0.07736862318669596,0.07578054846662721,0.04203823947199609,0.0294467048506023,0.027954535825400546,0.15342278912289625
382,"'I Serve God First': Teacher Wins Trans Dispute with Loudoun County School Board, Lawsuit Over Policy Goes On - ",0,0.1811302426798229,0.1851617326187057,0.18683126924829635,0.19241386533132537,0.09075074606438634,0.09692485922974974,0.10322727032731116,0.04116430342810435,0.03885760464768913,0.04828170768384117,0.187574855242319,0.18923196351701782,0.19285231174360823,0.19249890032615008,0.09196754997788209,0.09767740229537386,0.10387374827090216,0.03748063124223159,0.03850134069892734,0.04948891645052271,0.08906737461956246,0.09543963832743715,0.1011834221343519,0.03867429275724302,0.03712105761100114,0.04333816589546409,0.18510252105953257
249,"Victory For Parents As Judge Sides With Loudoun Parents, Against Prosecutor On School Board Recall   Good deal!",0,0.17844860264634996,0.17778446912194462,0.1781196070917443,0.17855637456903425,0.14788435661441976,0.14260401983655163,0.14549909567150413,0.16279109712288653,0.1728662714834336,0.18109343025994423,0.1776890326832849,0.17624777888134208,0.1780363495999382,0.1770901892277273,0.146112576077634,0.14247854939744128,0.14768586247828389,0.17086817696004314,0.18568962459396474,0.19041287789585865,0.1650323042420104,0.14985771479449586,0.14420587225111084,0.1564196889671564,0.1649018207747051,0.1757377644777679,0.18022481388053224
667,"SCHOOL WATCH: In a 5 to 2 vote, the Lenoir County Board of Education passed a motion to require all students and staff, regardless of vaccination status, to wear masks indoors for at least the first 3 weeks of the new school year.
",0,0.18433925025989667,0.18387694700360746,0.18361093090658004,0.18448942439758936,0.12115409719316858,0.1213182176476737,0.1270773629289053,0.07377861611319106,0.07786601045715517,0.07907630934182816,0.18493201045923138,0.18412560292092375,0.18473275983972887,0.18450475708510874,0.11978876563732725,0.1192849714425692,0.1251168945754943,0.07214165386478247,0.07715063429062771,0.07766665361300255,0.12077257782676769,0.12133046916681789,0.1278732759439271,0.06734037050197066,0.07861038511601408,0.07036462372659699,0.18456032538652684
1919,"'YOU are the face of privilege, YOU do not speak for us': Loudoun County VA teacher TORCHES school board and DISMANTLES Critical Race Theory (watch)  ",1,0.6823276849689861,0.6809223694658483,0.6813230271318897,0.6809863239113271,0.8710324544774732,0.8815230008496373,0.8763283065757868,0.9130858219212221,0.915846019089002,0.913816984647832,0.6750821290355244,0.6794963147464569,0.6918709960130821,0.6781010257959973,0.8742383964934601,0.8755388153529697,0.8693891999472028,0.9115190040890477,0.9093339465576659,0.9110498759511805,0.8885904118885497,0.8900001383828489,0.8746595200935776,0.9118150324811914,0.9251315882941629,0.9154842521839524,0.6765717992921341
358,"She needs to be removed from office, along with the school board. Time for new leadership in Loudoun. ",0,0.16534993119184427,0.1670779326974552,0.16734351428880326,0.16735504075547963,0.12184406013333375,0.12508448016870818,0.13034087330271463,0.1038778586766885,0.11700145755573099,0.12549811192064048,0.16627635892297682,0.16806707536402835,0.1662667412274353,0.16814116574834292,0.12138409435924584,0.12374963738148206,0.12874451299381467,0.1149246661211126,0.12105846040545502,0.1267958501044198,0.12105129937323551,0.12913046212538637,0.12802479213168477,0.10701801449033858,0.11131173903496598,0.11509393137563931,0.16532605567290523
605,THIS is the book that sparked the whole Loudoun County battle?!?! Can you imagine being publicly demonized as a bigot for not wanting this book to be given to your child in public school? They told her it was too explicit to read out loud at the fucking school board meeting! 🤣 ,0,0.19718965513969605,0.2013761971601269,0.19825102417428342,0.20240733947134637,0.1274592171197729,0.13563814114407818,0.14317435480207116,0.07708872080047319,0.09090061852144846,0.09127617541602948,0.19546988100648036,0.19961247556336809,0.20193304993621547,0.20306835766937267,0.1263930358410948,0.13962811830963262,0.144842208650558,0.07707618223478845,0.09336162976408692,0.09469941455508324,0.1329268422708018,0.14384021457317364,0.146116000914704,0.06725759945555349,0.09813419231048666,0.09610747477910232,0.1930454951391709
1323,"   Parents were invited to the Loudoun school board meeting too.

Then they were called domestic terrorists.",0,0.17161202112972448,0.1741291874789904,0.17880167634384686,0.17963897828762715,0.15781808231266276,0.16381138863479536,0.15416410944778433,0.18772853866120168,0.1951264196852212,0.18942363271109777,0.18098422203776982,0.18379290948149737,0.17741900329704463,0.1840309673036813,0.15854734075808796,0.15669221733060135,0.1502120153789761,0.1939909696061567,0.18724895257962704,0.19039330340240185,0.18115707597269637,0.17065502533988447,0.15617106644892034,0.20179380801856972,0.20450419407167453,0.18462118294059032,0.1755638911403842
2438,"This story is unbelievably twisted and sad.  A trans kid sexually assaults two different kids and the only one convicted is the victim's dad for defending her in front of the school board.

",0,0.19432660975173485,0.1971872196713338,0.19889578170252936,0.1990022550195844,0.15860302692529532,0.16073050763047092,0.16525034466366928,0.15643639340527007,0.16520715577782477,0.1704468113660323,0.20010267530140405,0.201372243712914,0.1968958517311293,0.20159423935902882,0.15743691417407712,0.15911102048787484,0.1632160750825012,0.15930406798731128,0.16618416633442146,0.17156884673366718,0.16425632898655668,0.1625539200131668,0.1643014413760653,0.16306913771942066,0.17044121675190885,0.1777834646336594,0.19725396880622198
665,"LIBERALISM DESTROYS ALL! ⚠️⚠️⚠️ Marxists IndoctrinationNation
WATCH: Virginia’s Loudoun County School Board silences public comment, 2 arrested after meeting erupts 
",1,0.2628384671274155,0.26175506057678855,0.2723358939533223,0.27174468899874765,0.34560940149367936,0.34857458345672604,0.3527277972748342,0.4665598869191864,0.4734596635536213,0.4676381734384165,0.26974982897798283,0.27205184313141484,0.26648880524408974,0.27267746184276975,0.3497854727730039,0.35287665449430594,0.35926496492253174,0.4608560393231843,0.46915778341948766,0.46872174674214995,0.34384679533413326,0.347046455925565,0.345150948526171,0.46339854739764014,0.46645237865921985,0.45972837150223766,0.2707619636030557
1787,VIDEO: A Virginia teacher stood up against a local school board by encouraging parents and students to speak out against their racial agenda. ,1,0.3336118055526917,0.32907498626626125,0.32067969814025915,0.3185377421897825,0.36489611006345823,0.37901897064834417,0.35926462769379813,0.37941862415835764,0.38268514940112797,0.36528308474468507,0.31518167554835425,0.3172222248746529,0.3265530353262905,0.3186088789823685,0.3598706180584635,0.3693353880161009,0.359723803883463,0.3780029711721592,0.38212805765268987,0.36569859323418474,0.3602778389813629,0.3865644972054631,0.371714627257024,0.3686136486503818,0.4022816498600629,0.37942964834269943,0.3197656619932565
702,"   Looks like covering for rape is how this democracy works.

A girl was raped May 28th by a ""non binary"" student and on June 22 the school board lied and said they have had no assaults.

",1,0.2075887629102561,0.2110495702818155,0.1949901013574891,0.1955308453141193,0.2050354911271665,0.20990348852869287,0.20352767993075896,0.2289733989297485,0.2371069487698429,0.23654516191272923,0.1875179094990374,0.19070114027604362,0.21159688077323496,0.19227438630955776,0.19880386722240795,0.20202359876633466,0.20121392296247045,0.23679655125859025,0.24199042694411146,0.24468465910357162,0.20528666752603555,0.21605770866522792,0.206440993080156,0.24779831960158777,0.26114901706249377,0.26397636618675824,0.19358455897444898
1079," 
Loudoun County School Board
stopped this father telling the County of his daughters rape.
Perpetrated by a boy wearing a skirt, using the female toilets! ",0,0.16572244596797198,0.17055620138654765,0.17303447645954684,0.17380474098628793,0.12217430723066851,0.12429482387384674,0.12762963693295903,0.10542442237001881,0.1109739235191877,0.10965104164455934,0.17084108395980077,0.17321851530278662,0.17433940827652422,0.17298792516944764,0.12158901505620053,0.12497356225438991,0.12827777274382007,0.11264692613745955,0.11406736946878822,0.11173527950352283,0.12078833631103318,0.11211294878202334,0.12474379121875157,0.092375483209369,0.09062839565743772,0.09917450035330462,0.16958393080527764
733,Loudoun County father who was dragged out of woke school board meeting and arrested was trying to tell other parents his daughter was raped by a boy 'in a skirt' in the girls' bathroom and that staff ignored it   ,1,0.18551488289891016,0.1873991442441174,0.18808106986081,0.19624870935760513,0.11324634855157031,0.12396547923154215,0.15614225255578668,0.053815230251473486,0.08312166266024554,0.12985004035184172,0.1858580630708405,0.18823099684039288,0.19694665369571676,0.19489127918803884,0.11366222877486257,0.12283374851340434,0.15402131084372106,0.05224095576543344,0.08171591006502713,0.12903940954288698,0.11393699049286374,0.13046750102909277,0.1597539247034136,0.05412840800167362,0.07671331685732279,0.13439447796901088,0.18575377669961607
2250,"The Loudoun County School Board in Virginia abruptly cut off its public comment period Tuesday night, when a crowd commenting on a proposed policy that would expand transgender student rights became unruly. ",0,0.21231810091410988,0.21139034685022412,0.21203107100293028,0.2114642627909243,0.1622332398482697,0.16448211230529897,0.16573632391292983,0.13945487678008534,0.1332284170207398,0.1444995844292908,0.21120616624204702,0.21173670913314066,0.21201511567650555,0.21160370175412554,0.1633822206179177,0.167925087012496,0.16967697477277793,0.1373822350155604,0.13651380949961384,0.14245711410694015,0.1530338870364137,0.15627633209796768,0.16034117016834318,0.12926778956985943,0.1264370446975888,0.14200501345606326,0.21008532902285465
1095,"Alternatively:

Parents VIOLENTLY Protesting Critical Race Theory And Transgender Teaching in Classrooms Arrested At School Board Meeting in Loudoun County   ",1,0.7290958112126283,0.7286668561698235,0.725363345531577,0.7183454257882518,0.919898917049783,0.9057733670796475,0.8961881275387873,0.9441903542458983,0.9241444102997777,0.9311733496843566,0.7346250594231478,0.7314919803633135,0.720162178771357,0.721414302802149,0.9035621800285734,0.9024450759659022,0.8931799272747648,0.9455291267829263,0.9262530626734108,0.9311024080486223,0.9403120260247434,0.9206390047035576,0.8989741342722868,0.9600999231360493,0.9280148118005845,0.9320720113470043,0.7295050936188165
617,Loudoun County Parents are fighting like Hard Knocks to get rid of and BAN CTR in Loudoun County. There even recalling the School Board for there Support in CRT.,1,0.4180641836933064,0.41502660466077607,0.42440845818004025,0.42192179631983623,0.5983508820622685,0.6087007354226723,0.6096479978351811,0.742516220011386,0.7513762404873935,0.7427777280814795,0.4161571509234824,0.41452409081023067,0.4093918279896382,0.4137764654148183,0.6070362428899955,0.6109826797667305,0.6121877820137617,0.751313864961664,0.7453509408424086,0.7392829291187499,0.5803970683036092,0.6065687035036731,0.5818789940713032,0.7322910426605149,0.7456925406305347,0.7509857346912311,0.4278435919374165
1426,"And so begins the incremental walk to Loudoun County...

",0,0.1719349513641782,0.17212509571452897,0.17275776222848696,0.1729999041602952,0.09973494008379827,0.10091635541660338,0.10168148241110289,0.04842731644270639,0.051037534734451474,0.050196384495403736,0.1725087043121126,0.17211911184325082,0.17216289837633517,0.17243699805306964,0.09892187952895,0.10008089330315198,0.10060282429424347,0.0483384229455676,0.052628547085736985,0.05323144701963754,0.10006325988625475,0.09903450461549537,0.1002567547887446,0.04871541969655005,0.04796118646892543,0.04885104652509127,0.17285871767898459
1614,"That's what happens when you put egotistical idiots in charge.  It's my way or no way, na na na na na.  Get rid of her, replace her.  FoxNews",0,0.19998119838898815,0.20080137382758467,0.2040699194511808,0.20381228896004644,0.15972177015478267,0.1574552820161956,0.1585187383726409,0.14049135758199943,0.1404504836580591,0.14053525370827033,0.2059602358718206,0.2048264388188016,0.19961385611653754,0.20554313506893776,0.15347059861969622,0.1553556415266156,0.1557797467462016,0.1374913133418973,0.13456977322465705,0.13565994873828452,0.1508384331061442,0.14640468965758388,0.14803356708663365,0.13670930093961914,0.13629204947763085,0.13377206635617714,0.20503205395410476
800,     It's not a claim. Both parties had sample ballots. Both parties included endorsed candidates for the non partisan positions for school board and soil and water conservation. Do you even live in Loudoun?,0,0.2209581820093498,0.22176186552202232,0.22227338951132408,0.2217862334997498,0.21307556178802792,0.21725613417448048,0.21558062193778546,0.2667373181902512,0.2663633727218259,0.2692648495424336,0.22370032786562316,0.22365922864699672,0.221332974744295,0.22345285790527547,0.22416803370520907,0.22815430106498602,0.22592443159889125,0.2881924986363396,0.28897437627919004,0.2891464763388878,0.21341523737247714,0.21937369250518274,0.21763915688508284,0.25645921583243064,0.25225830487563744,0.25369190958301185,0.22170488108832118
2072,"Go to the school board meeting and ask them the same questions. Then ask why they won’t answer them. Loudoun school parents 'livid and sickened' after being kept in dark about sex life survey

",0,0.18737866684010668,0.18766235853321414,0.18637151493276966,0.18590825226393276,0.11589836888782065,0.11441058467466896,0.11666274501308356,0.06559883110674797,0.06170614779920288,0.05908914551992922,0.18601162618627048,0.18664600789051028,0.18715996771999027,0.18580562456809874,0.11417663360316739,0.1152542184284306,0.1147160367655694,0.05907641258361772,0.06018063568062093,0.062496369215672566,0.12169083412614948,0.11733883890958947,0.11957596993200799,0.07194721614831687,0.07471815679761871,0.07054652178375831,0.18615927232444845
2342," A man gets arrested for making threats at a School Board meeting (near DC). Incident covered by NBC.


AG announces authorities will ""target"" school board threats


AG says he doesn't know (inconvenient) facts behind arrest

SMDH",0,0.17124834510873935,0.1711349960022809,0.17576452098068523,0.1760559375319227,0.11068030994538107,0.10759495705469443,0.11527879905039587,0.06607166423544343,0.0635305510503317,0.061186879838384556,0.1749410257128387,0.17561311270706478,0.17364491028437842,0.17623059323457596,0.10929914274983907,0.11097770413213277,0.11446754999887306,0.06386443664615729,0.061522946656472045,0.06281683971490346,0.105774727372496,0.1023624701763414,0.10536756603631237,0.05949503740747821,0.06518122674099044,0.05893205290992147,0.17386539770701842
